Id,Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
19842,600 BLOCK OF N ARGYLE ST,23-907442,Property,Piedmont,03-04-2023,1700,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.5848444,-122.6728271,7645883,706802,03-04-2023,1
19843,600 BLOCK OF SW 5TH AVE,23-85827,Property,Downtown,03-04-2023,1217,Vandalism,Vandalism,45.51915085,-122.6774515,7644054,682890,03-04-2023,1
19844,6600 BLOCK OF SE DUKE ST,23-85692,Property,Mt Scott-Arleta,03-04-2023,1200,Larceny Offenses,All Other Larceny,45.47589717,-122.5948412,7664812,666565,03-04-2023,1
19845,400 BLOCK OF SW ALDER ST,23-85884,Person,Downtown,03-04-2023,1318,Assault Offenses,Simple Assault,45.519374,-122.6766795,7644254,682966,03-04-2023,1
19846,SW 6TH AVE / SW PINE ST,23-85588,Property,Downtown,03-04-2023,721,Larceny Offenses,Theft From Motor Vehicle,45.52239511,-122.676807,7644251,684068,03-04-2023,1
19847,1800 BLOCK OF NE CESAR E CHAVEZ BLVD,23-85543,Property,Hollywood,03-04-2023,502,Burglary,Burglary,45.5361809,-122.6230388,7658159,688726,03-04-2023,1
19848,,23-X5827370,Property,,03-04-2023,1430,Fraud Offenses,Identity Theft,,,,,03-04-2023,1
19849,6600 BLOCK OF NE HANCOCK CT,23-801209,Property,Madison South,03-04-2023,1600,Larceny Offenses,All Other Larceny,45.53669864,-122.5949729,7665353,688727,03-04-2023,1
19850,SW 12TH AVE / SW SALMON ST,23-85810,Property,Downtown,03-04-2023,235,Robbery,Robbery,45.51855602,-122.6852266,7642056,682727,03-04-2023,1
19851,1000 BLOCK OF NE 9TH AVE,23-907608,Property,Lloyd,03-04-2023,0,Larceny Offenses,Theft From Motor Vehicle,45.53040816,-122.6566437,7649495,686850,03-04-2023,1
19852,SE 36TH AVE / SE POWELL BLVD,23-85882,Property,Creston-Kenilworth,03-04-2023,1314,Motor Vehicle Theft,Motor Vehicle Theft,45.4970423,-122.6261951,7656975,674482,03-04-2023,1
19853,4000 BLOCK OF NE HANCOCK ST,23-907569,Property,Hollywood,03-04-2023,230,Vandalism,Vandalism,45.5364717,-122.6217028,7658504,688823,03-04-2023,1
19854,200 BLOCK OF SW HOOKER ST,23-85725,Property,South Portland,03-04-2023,1830,Motor Vehicle Theft,Motor Vehicle Theft,45.50232006,-122.6802554,7643170,676775,03-04-2023,1
19855,4000 BLOCK OF NE HALSEY ST,23-907995,Property,Hollywood,03-04-2023,909,Larceny Offenses,Shoplifting,45.5337201,-122.6216898,7658481,687820,03-04-2023,1
19856,7200 BLOCK OF N PHILADELPHIA AVE,23-907589,Property,Cathedral Park,03-04-2023,1830,Larceny Offenses,All Other Larceny,45.58933846,-122.7559255,7624662,709023,03-04-2023,1
19857,2900 BLOCK OF NE 9TH AVE,23-907419,Property,Irvington,03-04-2023,1,Larceny Offenses,Theft From Motor Vehicle,45.54404766,-122.6564513,7649677,691820,03-04-2023,1
19858,1800 BLOCK OF SE 10TH AVE,23-86007,Property,Hosford-Abernethy,03-04-2023,1540,Motor Vehicle Theft,Motor Vehicle Theft,45.50972302,-122.6556591,7649546,679304,03-04-2023,11
19859,14700 BLOCK OF SE CLINTON ST,23-85774,Property,Centennial,03-04-2023,1951,Burglary,Burglary,45.50237629,-122.5110017,7686551,675670,03-04-2023,1
19860,9800 BLOCK OF SE WASHINGTON ST,23-907990,Property,Hazelwood,03-04-2023,1658,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,03-04-2023,1
19861,600 BLOCK OF E BURNSIDE ST,23-907486,Property,Buckman West,03-04-2023,1900,Larceny Offenses,Theft From Building,45.52288466,-122.6594413,7648705,684127,03-04-2023,1
19862,7100 BLOCK OF SW OLESON RD,23-86254,Property,,03-04-2023,700,Motor Vehicle Theft,Motor Vehicle Theft,45.46839578,-122.7501264,7624918,664902,03-04-2023,1
19863,3300 BLOCK OF NE COUCH ST,23-907605,Property,Laurelhurst,03-04-2023,2300,Larceny Offenses,Theft From Motor Vehicle,45.52355899,-122.6294832,7656387,684169,03-04-2023,1
19864,,23-X5823888,Person,Centennial,03-04-2023,36,Assault Offenses,Simple Assault,,,,,03-04-2023,1
19865,4400 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-908092,Property,King,03-04-2023,1530,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.55527082,-122.6614744,7648500,695945,03-04-2023,1
19866,4100 BLOCK OF NE HANCOCK ST,23-908228,Property,Hollywood,03-04-2023,1620,Counterfeiting/Forgery,Counterfeiting/Forgery,45.5364705,-122.6204301,7658830,688814,03-04-2023,1
19867,,23-X5823896,Person,Bridgeton,03-04-2023,147,Assault Offenses,Aggravated Assault,,,,,03-04-2023,1
19868,8100 BLOCK OF SE 138TH DR,23-85599,Property,Pleasant Valley,03-04-2023,740,Vandalism,Vandalism,45.46399449,-122.5250171,7682608,661770,03-04-2023,1
19869,3400 BLOCK OF SE 111TH AVE,23-908230,Property,Powellhurst-Gilbert,03-04-2023,841,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.49729459,-122.5493772,7676668,674065,03-04-2023,1
19870,11000 BLOCK OF NE HOLMAN ST,23-86250,Property,Parkrose,03-04-2023,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.56822226,-122.5491426,7677384,699916,03-04-2023,1
19871,9100 BLOCK OF N BURR AVE,23-86284,Person,St Johns,03-04-2023,2230,Assault Offenses,Simple Assault,45.59124056,-122.739881,7628787,709602,03-04-2023,1
19872,,23-X5823889,Person,Powellhurst-Gilbert,03-04-2023,6,Assault Offenses,Simple Assault,,,,,03-04-2023,1
19873,1800 BLOCK OF SW SALMON ST,23-85631,Property,Goose Hollow,03-04-2023,820,Vandalism,Vandalism,45.52015885,-122.6918257,7640381,683357,03-04-2023,1
19874,5500 BLOCK OF NE 60TH AVE,23-85640,Property,Cully,03-04-2023,0,Larceny Offenses,Theft From Motor Vehicle,45.5630686,-122.6007585,7664121,698377,03-04-2023,1
19875,1500 BLOCK OF NW 28TH AVE,23-907612,Property,Northwest,03-04-2023,1900,Larceny Offenses,Theft From Motor Vehicle,45.53353853,-122.7088011,7636165,688352,03-04-2023,1
19876,200 BLOCK OF SW MORRISON ST,23-85865,Property,Downtown,03-04-2023,1253,Larceny Offenses,Shoplifting,45.51816252,-122.6750212,7644667,682513,03-04-2023,1
19877,NE MARTIN LUTHER KING JR BLVD / NE PRESCOTT ST,23-907467,Property,King,03-04-2023,1837,Vandalism,Vandalism,45.55550283,-122.6615379,7648486,696030,03-04-2023,1
19878,9800 BLOCK OF SE WASHINGTON ST,23-907996,Property,Hazelwood,03-04-2023,2027,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,03-04-2023,1
19879,,23-X5823888,Person,Centennial,03-04-2023,36,Assault Offenses,Aggravated Assault,,,,,03-04-2023,1
19880,6000 BLOCK OF NE WIN SIVERS DR,23-84693,Property,Parkrose,02-04-2023,807,Robbery,Robbery,45.56705603,-122.5377301,7680295,699417,02-04-2023,1
19881,600 BLOCK OF SE GRAND AVE,23-84722,Person,Buckman West,02-04-2023,903,Assault Offenses,Simple Assault,45.51829366,-122.6608005,7648312,682463,02-04-2023,1
19882,3200 BLOCK OF SE 31ST AVE,23-907453,Property,Richmond,02-04-2023,2155,Larceny Offenses,Theft From Motor Vehicle,45.49944819,-122.6336082,7655098,675409,02-04-2023,1
19883,2800 BLOCK OF N WATTS ST,23-84586,Property,Kenton,02-04-2023,238,Vandalism,Vandalism,45.58123755,-122.6960341,7639908,705648,02-04-2023,1
19884,0 BLOCK OF SE 8TH AVE,23-907384,Property,Buckman West,02-04-2023,1200,Larceny Offenses,Theft From Motor Vehicle,45.52256567,-122.6577275,7649141,683999,02-04-2023,1
19885,300 BLOCK OF NE HOLLADAY ST,23-908513,Property,Lloyd,02-04-2023,1852,Larceny Offenses,Theft From Building,45.53010112,-122.662179,7648074,686776,02-04-2023,1
19886,1500 BLOCK OF SE 9TH AVE,23-907450,Property,Hosford-Abernethy,02-04-2023,1955,Larceny Offenses,Theft From Motor Vehicle,45.51186622,-122.6566614,7649310,680092,02-04-2023,1
19887,2000 BLOCK OF SE 82ND AVE,23-85353,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19888,4300 BLOCK OF NE PRESCOTT ST,23-85314,Person,Cully,02-04-2023,2229,Assault Offenses,Simple Assault,45.55559144,-122.6187506,7659443,695772,02-04-2023,1
19889,2000 BLOCK OF SE 82ND AVE,23-85352,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19890,11800 BLOCK OF SE OAK ST,23-908007,Property,Hazelwood,02-04-2023,1533,Larceny Offenses,All Other Larceny,45.51975157,-122.5410046,7679021,682196,02-04-2023,1
19891,9800 BLOCK OF SE WASHINGTON ST,23-908094,Property,Hazelwood,02-04-2023,1607,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,02-04-2023,1
19892,2000 BLOCK OF SE 82ND AVE,23-85351,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19893,9800 BLOCK OF SE WASHINGTON ST,23-908095,Property,Hazelwood,02-04-2023,1641,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,02-04-2023,1
19894,NE MULTNOMAH ST / NE 13TH AVE,23-85338,Property,Sullivan's Gulch,02-04-2023,1200,Vandalism,Vandalism,45.5314784,-122.6525347,7650558,687212,02-04-2023,1
19895,2000 BLOCK OF SE 82ND AVE,23-85350,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19896,9800 BLOCK OF SE WASHINGTON ST,23-908008,Property,Hazelwood,02-04-2023,2031,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,02-04-2023,1
19897,2000 BLOCK OF SE 82ND AVE,23-85056,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19898,2000 BLOCK OF SE 82ND AVE,23-85349,Property,Montavilla,02-04-2023,1600,Vandalism,Vandalism,45.50800202,-122.5787356,7669243,678160,02-04-2023,1
19899,500 BLOCK OF SW 4TH AVE,23-84504,Property,Downtown,02-04-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.51954188,-122.6760732,7644411,683023,02-04-2023,1
19900,SE 30TH AVE / SE STEELE ST,23-84703,Property,Reed,02-04-2023,2130,Motor Vehicle Theft,Motor Vehicle Theft,45.4847287,-122.6343348,7654770,670049,02-04-2023,1
19901,500 BLOCK OF NE 102ND AVE,23-84706,Property,Hazelwood,02-04-2023,831,Counterfeiting/Forgery,Counterfeiting/Forgery,45.52656653,-122.5580802,7674709,684791,02-04-2023,1
19902,2000 BLOCK OF SE 158TH AVE,23-907429,Property,Centennial,02-04-2023,150,Vandalism,Vandalism,45.50816758,-122.5004922,7689297,677714,02-04-2023,1
19903,,23-X5823884,Person,Montavilla,02-04-2023,1317,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19904,11900 BLOCK OF NE AIRPORT WAY,23-907352,Property,Parkrose,02-04-2023,2155,Larceny Offenses,Theft From Motor Vehicle,45.56731669,-122.5386574,7680060,699518,02-04-2023,1
19905,,23-X5823774,Person,Cully,02-04-2023,1253,Assault Offenses,Aggravated Assault,,,,,02-04-2023,1
19906,,23-X5824306,Person,Kenton,02-04-2023,2102,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19907,,23-X5823829,Person,Roseway,02-04-2023,1732,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19908,,23-X5823829,Property,Roseway,02-04-2023,1732,Motor Vehicle Theft,Motor Vehicle Theft,,,,,02-04-2023,1
19909,,23-X5823870,Person,Bridgeton,02-04-2023,2217,Assault Offenses,Aggravated Assault,,,,,02-04-2023,1
19910,5800 BLOCK OF SW BEAVERTON HILLSDALE HWY,23-907424,Property,Hayhurst,02-04-2023,2330,Vandalism,Vandalism,45.48700177,-122.7371834,7628425,671591,02-04-2023,1
19911,500 BLOCK OF NE 102ND AVE,23-84706,Person,Hazelwood,02-04-2023,831,Assault Offenses,Simple Assault,45.52656653,-122.5580802,7674709,684791,02-04-2023,1
19912,100 BLOCK OF SW ASH ST,23-907432,Property,Old Town/Chinatown,02-04-2023,2100,Larceny Offenses,Theft From Motor Vehicle,45.52182878,-122.6719377,7645493,683828,02-04-2023,1
19913,3000 BLOCK OF NE SANDY BLVD,23-908003,Property,Kerns,02-04-2023,1357,Larceny Offenses,Shoplifting,45.53047578,-122.6336189,7655394,686718,02-04-2023,1
19914,100 BLOCK OF SW ASH ST,23-907432,Property,Old Town/Chinatown,02-04-2023,2100,Vandalism,Vandalism,45.52182878,-122.6719377,7645493,683828,02-04-2023,1
19915,11000 BLOCK OF NE HOLMAN ST,23-84982,Property,Parkrose,02-04-2023,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.56822226,-122.5491426,7677384,699916,02-04-2023,1
19916,4400 BLOCK OF S CORBETT AVE,23-908010,Property,South Portland,02-04-2023,1900,Larceny Offenses,Theft From Building,45.49124152,-122.6761789,7644106,672709,02-04-2023,1
19917,4400 BLOCK OF NE HALSEY ST,23-85033,Property,Hollywood,02-04-2023,1849,Extortion/Blackmail,Extortion/Blackmail,45.53373554,-122.6175796,7659534,687798,02-04-2023,1
19918,,23-X5823772,Person,Overlook,02-04-2023,844,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19919,,23-X5823769,Person,St Johns,02-04-2023,357,Assault Offenses,Aggravated Assault,,,,,02-04-2023,1
19920,4400 BLOCK OF SE JOHNSON CREEK BLVD,23-908233,Property,Woodstock,02-04-2023,1700,Burglary,Burglary,45.46118064,-122.6169547,7659001,661349,02-04-2023,1
19921,1100 BLOCK OF NE 99TH AVE,23-84904,Property,Hazelwood,02-04-2023,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.53090421,-122.5623596,7673653,686400,02-04-2023,1
19922,3200 BLOCK OF SE 138TH AVE,23-84680,Property,Powellhurst-Gilbert,02-04-2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.4985766,-122.5213109,7683874,674351,02-04-2023,1
19923,NW THURMAN ST / NW 21ST AVE,23-907421,Property,Northwest,02-04-2023,2020,Vandalism,Vandalism,45.53556891,-122.6947631,7639781,688994,02-04-2023,1
19924,3400 BLOCK OF SW CARSON ST,23-84841,Property,Multnomah,02-04-2023,1100,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.46449904,-122.7124698,7634536,663215,02-04-2023,1
19925,,23-X5824616,Person,Lents,02-04-2023,2026,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19926,900 BLOCK OF NW HOYT ST,23-84560,Property,Pearl,02-04-2023,1800,Burglary,Burglary,45.52730826,-122.6807544,7643288,685886,02-04-2023,1
19927,1100 BLOCK OF NE 99TH AVE,23-907426,Property,Hazelwood,02-04-2023,2130,Vandalism,Vandalism,45.53090421,-122.5623596,7673653,686400,02-04-2023,1
19928,4000 BLOCK OF SE 139TH AVE,23-84692,Property,Powellhurst-Gilbert,02-04-2023,757,Motor Vehicle Theft,Motor Vehicle Theft,45.49278846,-122.5203326,7684072,672235,02-04-2023,1
19929,700 BLOCK OF SE WEBBER ST,23-908101,Property,Sellwood-Moreland,02-04-2023,345,Burglary,Burglary,45.45850956,-122.6575533,7648562,660651,02-04-2023,1
19930,11000 BLOCK OF NE FREMONT ST,23-84547,Person,Parkrose,02-04-2023,228,Assault Offenses,Simple Assault,45.5482497,-122.5491243,7677204,692636,02-04-2023,2
19931,9400 BLOCK OF NE CASCADES PKWY,23-908002,Property,,02-04-2023,1440,Larceny Offenses,Shoplifting,45.57590383,-122.5657224,7673211,702824,02-04-2023,1
19932,,23-X5823670,Person,Centennial,02-04-2023,49,Assault Offenses,Simple Assault,,,,,02-04-2023,1
19933,3400 BLOCK OF NE 78TH AVE,23-913599,Property,Roseway,02-04-2023,0,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.54772767,-122.5827522,7668587,692666,02-04-2023,1
19934,,23-X5823745,Person,Downtown,02-04-2023,844,Assault Offenses,Aggravated Assault,,,,,02-04-2023,1
19935,SE REX ST / SE 20TH AVE,23-85149,Property,Sellwood-Moreland,02-04-2023,1902,Robbery,Robbery,45.47035238,-122.6443196,7652071,664877,02-04-2023,1
19936,900 BLOCK OF N HOLLAND ST,23-84625,Property,Piedmont,02-04-2023,200,Motor Vehicle Theft,Motor Vehicle Theft,45.57585125,-122.6765769,7644835,703550,02-04-2023,1
19937,5400 BLOCK OF SW BEAVERTON HILLSDALE HWY,23-84838,Property,Bridlemile,02-04-2023,1210,Larceny Offenses,Shoplifting,45.48709264,-122.7332199,7629442,671596,02-04-2023,1
19938,6700 BLOCK OF N ALTA AVE,23-907353,Property,Cathedral Park,02-04-2023,405,Larceny Offenses,Theft From Motor Vehicle,45.58837674,-122.7599123,7623632,708701,02-04-2023,1
19939,300 BLOCK OF SW MORRISON ST,23-85079,Property,Downtown,02-04-2023,1330,Vandalism,Vandalism,45.51843164,-122.6760228,7644413,682618,02-04-2023,1
19940,SW 11TH AVE / SW ALDER ST,23-907351,Property,Downtown,02-04-2023,1620,Vandalism,Vandalism,45.52094871,-122.6827622,7642711,683582,02-04-2023,1
19941,300 BLOCK OF SW MORRISON ST,23-85079,Property,Downtown,02-04-2023,1330,Larceny Offenses,Theft From Motor Vehicle,45.51843164,-122.6760228,7644413,682618,02-04-2023,1
19942,100 BLOCK OF NE WYGANT ST,23-85129,Property,King,02-04-2023,1839,Larceny Offenses,All Other Larceny,45.55770683,-122.6641175,7647847,696851,02-04-2023,1
19943,SE 96TH AVE / SE SCHILLER ST,23-85123,Property,Lents,02-04-2023,1836,Vandalism,Vandalism,45.48777943,-122.5651745,7672530,670700,02-04-2023,1
19944,7800 BLOCK OF SE 52ND AVE,23-84825,Property,Brentwood-Darlington,02-04-2023,1156,Burglary,Burglary,45.46710459,-122.6100788,7660821,663462,02-04-2023,1
19945,2900 BLOCK OF N RUSSET ST,23-907422,Property,Kenton,02-04-2023,300,Vandalism,Vandalism,45.57782531,-122.6968514,7639665,704410,02-04-2023,1
19946,3100 BLOCK OF SE 33RD AVE,23-907538,Property,Richmond,02-04-2023,1300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.50016031,-122.6314579,7655656,675654,02-04-2023,1
19947,10300 BLOCK OF SE MITCHELL ST,23-84639,Person,Lents,02-04-2023,504,Assault Offenses,Simple Assault,45.48491416,-122.5563608,7674763,669598,02-04-2023,1
19948,700 BLOCK OF SW SALMON ST,23-84927,Property,Downtown,02-04-2023,1421,Vandalism,Vandalism,45.51751916,-122.6811707,7643085,682321,02-04-2023,1
19949,4500 BLOCK OF SW LURADEL ST,23-907423,Property,West Portland Park,02-04-2023,0,Vandalism,Vandalism,45.45072185,-122.7237257,7631511,658273,02-04-2023,1
19950,800 BLOCK OF NE 47TH AVE,23-908232,Property,North Tabor,02-04-2023,845,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.52906813,-122.6149268,7660169,686079,02-04-2023,1
19951,NW 10TH AVE / NW COUCH ST,23-84536,Person,Pearl,02-04-2023,122,Assault Offenses,Aggravated Assault,45.52369022,-122.6811424,7643153,684570,02-04-2023,1
19952,8000 BLOCK OF N JERSEY ST,23-84938,Property,St Johns,02-04-2023,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.58830938,-122.7490695,7626406,708599,02-04-2023,1
19953,10800 BLOCK OF NE FLANDERS ST,23-908097,Property,Hazelwood,02-04-2023,859,Fraud Offenses,Credit Card/ATM Fraud,45.52551244,-122.5508993,7676539,684360,02-04-2023,1
19954,14200 BLOCK OF NE SANDY BLVD,23-84886,Person,Argay,02-04-2023,2330,Assault Offenses,Intimidation,45.55353717,-122.5169697,7685487,694356,02-04-2023,1
19955,500 BLOCK OF NW 5TH AVE,23-84802,Property,Old Town/Chinatown,02-04-2023,800,Motor Vehicle Theft,Motor Vehicle Theft,45.52700467,-122.6754927,7644633,685739,02-04-2023,1
19956,5300 BLOCK OF NE 33RD AVE,23-85029,Property,Concordia,02-04-2023,1647,Larceny Offenses,All Other Larceny,45.56141121,-122.6305952,7656466,697973,02-04-2023,1
19957,1400 BLOCK OF NE 2ND AVE,23-85027,Person,Lloyd,02-04-2023,1644,Assault Offenses,Simple Assault,45.53329223,-122.663624,7647735,687949,02-04-2023,2
19958,SE HAROLD ST / SE 96TH AVE,23-84502,Property,Lents,02-04-2023,43,Robbery,Robbery,45.48270398,-122.5647053,7672603,668847,02-04-2023,1
19959,3500 BLOCK OF SE 122ND AVE,23-84761,Property,Powellhurst-Gilbert,02-04-2023,958,Larceny Offenses,All Other Larceny,45.49668712,-122.5377221,7679650,673768,02-04-2023,1
19960,9200 BLOCK OF N GILBERT AVE,23-84716,Property,St Johns,02-04-2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.59052853,-122.7337449,7630350,709299,02-04-2023,1
19961,0 BLOCK OF NE 148TH AVE,23-84492,Property,Hazelwood,02-04-2023,10,Vandalism,Vandalism,45.5228427,-122.510708,7686812,683128,02-04-2023,1
19962,6100 BLOCK OF SW 18TH DR,23-907428,Property,Hillsdale,02-04-2023,30,Vandalism,Vandalism,45.47901663,-122.6973018,7638570,668400,02-04-2023,1
19963,NW 10TH AVE / NW OVERTON ST,23-907482,Property,Pearl,02-04-2023,1600,Larceny Offenses,All Other Larceny,45.53223653,-122.6814434,7643160,687687,02-04-2023,1
19964,6300 BLOCK OF N LOMBARD ST,23-84861,Property,University Park,02-04-2023,2051,Larceny Offenses,Theft From Motor Vehicle,45.58525045,-122.7317279,7630813,707361,02-04-2023,1
19965,4100 BLOCK OF N WILLIAMS AVE,23-85087,Property,Boise,02-04-2023,1750,Larceny Offenses,Theft From Building,45.55362848,-122.6668089,7647118,695383,02-04-2023,1
19966,1100 BLOCK OF SW MARKET ST,23-84707,Property,Downtown,02-04-2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.51446147,-122.6868642,7641596,681246,02-04-2023,1
19967,1100 BLOCK OF SE 13TH AVE,23-908009,Property,Buckman East,02-04-2023,554,Burglary,Burglary,45.51470278,-122.6525857,7650382,681098,02-04-2023,1
19968,3800 BLOCK OF SE 16TH AVE,23-84798,Property,Brooklyn,02-04-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.49502417,-122.649273,7651040,673903,02-04-2023,1
19969,11300 BLOCK OF NW ST HELENS RD,23-84826,Property,Linnton,02-04-2023,2217,Counterfeiting/Forgery,Counterfeiting/Forgery,45.60323153,-122.7890385,7616332,714325,02-04-2023,1
19970,NW DAVIS ST / NW 1ST AVE,23-85015,Person,Old Town/Chinatown,02-04-2023,1633,Assault Offenses,Simple Assault,45.52457951,-122.6714185,7645653,684827,02-04-2023,1
19971,2400 BLOCK OF SE 26TH AVE,23-84753,Property,Hosford-Abernethy,02-04-2023,146,Larceny Offenses,Shoplifting,45.50516118,-122.6396171,7653613,677532,02-04-2023,1
19972,800 BLOCK OF SE 174TH AVE,23-84856,Person,Centennial,02-04-2023,1252,Assault Offenses,Aggravated Assault,45.51626689,-122.4844887,7693471,680565,02-04-2023,1
19973,NW DAVIS ST / NW 8TH AVE,23-84956,Property,Pearl,02-04-2023,1500,Robbery,Robbery,45.52443989,-122.6785053,7643836,684825,02-04-2023,1
19974,800 BLOCK OF SE 174TH AVE,23-84856,Property,Centennial,02-04-2023,1252,Larceny Offenses,All Other Larceny,45.51626689,-122.4844887,7693471,680565,02-04-2023,1
